,DBA,PHONE,Unnamed: 0,google_categories,google_price_level,google_rating,loc,yelp_categories,yelp_rating,yelp_review_count
1096,AS IS,6468581153,,,,,"734 10TH AVE, MANHATTAN, NY, 10019 US",,,
1097,ASA SUSHI,2128326688,,,2.0,3.0,"60 W 48TH ST, MANHATTAN, NY, 10036 US",,,
1098,ASADERO LA FOGATA,3476146034,,,,4.3,"10840 CORONA AVE, QUEENS, NY, 11368 US",,,
1099,ASCENT LOUNGE,2128239770,,,3.0,4.6,"10 COLUMBUS CIR, MANHATTAN, NY, 10019 US",,,
1100,ASEA,6464095659,,,,4.8,"71 7TH AVE, BROOKLYN, NY, 11217 US",,,
1101,ASEA FUSION & YAKITORI LOUNGE,3478895252,,,2.0,4.5,"4120 8 AVENUE, BROOKLYN, NY, 11232 US",,,
1102,ASELLINA RISTORANTE,2123172908,,,3.0,4.2,"420 PARK AVENUE SOUTH, MANHATTAN, NY, 10016 US",,,
1103,ASHBOX CAFE,7183893222,,,1.0,4.4,"1154 MANHATTAN AVENUE, BROOKLYN, NY, 11222 US",,,
1104,ASHBY'S,2122287993,,,,4.8,"64 WEST 22 STREET, MANHATTAN, NY, 10010 US",,,
1105,ASHBY'S SPECIALTY,2125130702,,,,,"120 BROADWAY, MANHATTAN, NY, 10002 US",,,
1106,ASHLEY'S FINE FOODS,2123210019,,,,3.5,"514 LEXINGTON AVE, MANHATTAN, NY, 10017 US",,,
1107,ASHOKA,2128751400,,,,5.0,"489 COLUMBUS AVE, MANHATTAN, NY, 10024 US",,,
1108,ASHOKA GRILL,7184341001,,,,4.4,"1436 FLATBUSH AVE, BROOKLYN, NY, 11210 US",,,
1109,ASHTON'S ALLEY,2126888625,,,2.0,3.6,"825 3 AVENUE, MANHATTAN, NY, 10022 US",,,
1110,ASIA DE CUBA,2127267755,,,3.0,3.6,"415 LAFAYETTE ST, MANHATTAN, NY, 10003 US",,,
1111,ASIA EXPRESS,2126869888,,,,3.1,"493 2ND AVE, MANHATTAN, NY, 10016 US",,,
1112,ASIA GRILL EXPRESS,7189930888,,,,3.9,"888B GRAND CONCOURSE, BRONX, NY, 10451 US",,,
1113,ASIA HARBOR,3475743419,,,1.0,3.8,"404 CHURCH AVE, BROOKLYN, NY, 11218 US",,,
1114,ASIA KITCHEN,7185050999,,,2.0,3.7,"8746 BRITTON AVENUE, QUEENS, NY, 11373 US",,,
1115,ASIA PALACE,7189723434,,,2.0,4.3,"4813 NEW UTRECHT AVE, BROOKLYN, NY, 11219 US",,,
1116,ASIA RESTAURANT,7184163333,,,1.0,5.0,"63104 WOODHAVEN BLVD, QUEENS, NY, 11374 US",,,
1117,ASIA ROMA,9177238102,,,2.0,4.1,"40 MULBERRY STREET, MANHATTAN, NY, 10013 US",,,
1118,ASIAM THAI CUISINE,2122287880,,,2.0,3.8,"259 FIRST AVENUE, MANHATTAN, NY, 10003 US",,,
1119,ASIAN 59,2123714777,,,2.0,3.9,"207 E 59TH ST, MANHATTAN, NY, 10022 US",,,
1120,ASIAN 83,9173998563,,,,,"1605 2ND AVE, MANHATTAN, NY, 10028 US",,,
1121,ASIAN BAY CHINESE FOOD,7183681988,,,2.0,4.5,"1741 SHEEPSHEAD BAY RD, BROOKLYN, NY, 11235 US",,,
1122,ASIAN BOWL,7189622888,,,1.0,4.2,"24806 UNION TPKE, QUEENS, NY, 11426 US",,,
1123,ASIAN CAFE,7183218822,,,,,"5908 MAIN ST, QUEENS, NY, 11355 US",,,
1124,ASIAN CHAO,7188986665,,,,,"NKA LAGUARDIA INTL AIRPORT, QUEENS, NY, 11370 US",,,
1125,ASIAN CHEF,7183591313,,,,,"2904 172 STREET, QUEENS, NY, 11358 US",,,
1126,ASIAN FOOD LTD,7186583841,,,,2.5,"8335 PARSONS BLVD, QUEENS, NY, 11432 US",,,
1127,ASIAN FORTUNE RESTAURANT,7188306313,,,,4.0,"10335 QUEENS BLVD, QUEENS, NY, 11375 US",,,
1128,ASIAN FUSION,3478285904,,,,4.5,"2071 ADAM CLAYTON POWELL JR BLVD, MANHATTAN, NY, 10027 US",,,
1129,ASIAN GARDEN L & Y,7188053636,,,,4.3,"8417 JAMAICA AVE, QUEENS, NY, 11421 US",,,
1130,ASIAN GOURMET,2128603399,,,,3.5,"1509 LEXINGTON AVENUE, MANHATTAN, NY, 10029 US",,,
1131,ASIAN HALAL FOOD RESTAURANT,7189377106,,,,4.8,"3944 21ST STREET, QUEENS, NY, 11101 US",,,
1132,ASIAN JEWELS SEAFOOD RESTAURANT,7183598600,,,2.0,4.0,"133-30 39 AVENUE, QUEENS, NY, 11354 US",,,
1133,ASIAN KITCHEN,7185650906,,,1.0,4.5,"8543 GRAND AVE, QUEENS, NY, 11373 US",,,
1134,ASIAN STATION BISTRO,2127521142,,,2.0,3.8,"155 EAST   52 STREET, MANHATTAN, NY, 10022 US",,,
1135,ASIAN TASTE 86,7187798686,,,1.0,4.4,"8610 WHITNEY AVENUE, QUEENS, NY, 11373 US",,,
1136,ASIAN TERRACE RESTAURANT,7182295888,,,2.0,3.8,"21133 26 AVENUE, QUEENS, NY, 11360 US",,,
1137,ASIAN TOKYO JAPANESE CUISINE,7185435751,,,,3.9,"4685 MANHATTAN COLLEGE PKWY, BRONX, NY, 10471 US",,,
1138,ASIAN WOK,2127660821,,,2.0,3.3,"88 FULTON ST, MANHATTAN, NY, 10038 US",,,
1139,ASIAN YUMMY HOUSE,7185998889,,,1.0,3.9,"824 BROADWAY, BROOKLYN, NY, 11206 US",,,
1140,ASKA,9174153265,,,4.0,4.7,"47 S 5TH ST, BROOKLYN, NY, 11249 US",,,
1141,ASO ROCK LOUNGE AND RESTAURANT,7185251533,,,,4.2,"13824 FARMERS BOULEVARD, QUEENS, NY, 11434 US",,,
1142,ASTOR CENTER,2127630842,,,,3.6,"399 LAFAYETTE STREET, MANHATTAN, NY, 10003 US",,,
1143,ASTOR PLATE CAFE,9174163314,,,,,"26 ASTOR PL, MANHATTAN, NY, 10003 US",,,
1144,ASTOR ROW CAFE,2124912566,,,,4.0,"404 MALCOLM X BLVD, MANHATTAN, NY, 10037 US",,,
1145,ASTORIA BAGEL SHOP,7187285169,,,,4.7,"2812 DITMARS BOULEVARD, QUEENS, NY, 11105 US",,,
1146,ASTORIA BOWL,7182741910,,,2.0,4.1,"1945 49 STREET, QUEENS, NY, 11105 US",,,
1147,ASTORIA COFFEE,3474107399,,,1.0,4.6,"3004 30TH ST, QUEENS, NY, 11102 US",,,
1148,ASTORIA COMPLEX FINE DINING,7187297163,,,,5.0,"3438 38 STREET, QUEENS, NY, 11101 US",,,
1149,ASTORIA CRAFT BAR & KITCHEN,7182784300,,,,4.4,"1801 26TH RD, QUEENS, NY, 11102 US",,,
1150,ASTORIA FAMILY PIZZA,7187219722,,,2.0,4.2,"1927 DITMARS BLVD, QUEENS, NY, 11105 US",,,
1151,ASTORIA HELLGATE,7182040023,,,2.0,4.7,"19-19 DITMARS BLVD, QUEENS, NY, 11105 US",,,
1152,ASTORIA PIZZA,7185451313,,,,4.2,"3204B 30TH AVE, QUEENS, NY, 11102 US",,,
1153,ASTORIA PIZZA FACTORY,7187269112,,,,4.1,"1946 37TH ST, QUEENS, NY, 11105 US",,,
1154,ASTORIA TAVERN,3478134954,,,,4.1,"33-16 23 AVENUE, QUEENS, NY, 11105 US",,,
1155,ASTRAL FITNESS & WELLNESS,7185612200,,,,4.1,"5500 BROADWAY, BRONX, NY, 10463 US",,,
1156,ASTRO RESTAURANT,2124896284,,,2.0,3.7,"101 WEST   55 STREET, MANHATTAN, NY, 10019 US",,,
1157,ASUKA SUSHI,2127270888,,,2.0,4.4,"300 W 23RD ST, MANHATTAN, NY, 10011 US",,,
1158,ASURA ASIAN BISTRO,2126299888,,,,4.2,"235 WEST 35TH STREET, MANHATTAN, NY, 10001 US",,,
1159,ASYA INDIAN RESTAURANT,7188586700,,,2.0,3.7,"46 HENRY STREET, BROOKLYN, NY, 11201 US",,,
1160,ASYLUM,7184407743,,,,1.0,"1269 FLUSHING AVE, BROOKLYN, NY, 11237 US",,,
1161,AT THE CROWN INN,6463398659,,,,4.3,"724 FRANKLIN AVENUE, BROOKLYN, NY, 11238 US",,,
1162,AT THE WALLACE,2122346896,,,,4.6,"3612 BROADWAY, MANHATTAN, NY, 10031 US",,,
1163,AT VERMILION,2128716600,,,3.0,3.6,"480 LEXINGTON AVENUE, MANHATTAN, NY, 10017 US",,,
1164,AT YOUR MOTHER-IN-LAW,7189424088,,,1.0,4.6,"3071 BRIGHTON 4TH ST, BROOKLYN, NY, 11235 US",,,
1165,ATAMI JAPANESE FUSION,2126886868,,,2.0,3.6,"1167 2ND AVE, MANHATTAN, NY, 10065 US",,,
1166,ATEAZ ORGANIC COFFEE & TEA,3474945391,,,,4.9,"11629 METROPOLITAN AVE, QUEENS, NY, 11418 US",,,
1167,ATERA,2122261444,,,4.0,4.5,"77 WORTH STREET, MANHATTAN, NY, 10013 US",,,
1168,ATERES AVROHOM,7183023700,,,,4.8,"75 ROSS STREET, BROOKLYN, NY, 11249 US",,,
1169,ATHENA MEDITERRANEAN CUISINE,7189654578,,,2.0,4.3,"535 6 AVENUE, BROOKLYN, NY, 11215 US",,,
1170,ATHENS EL GRILL RESTAURANT & BAR,7187775366,,,,4.8,"3011 30 AVENUE, QUEENS, NY, 11102 US",,,
1171,ATHLETIC & SWIM CLUB (BISTRO CATERERS),2122653490,,,,,"787 7 AVENUE, MANHATTAN, NY, 10019 US",,,
1172,ATLA,9176716197,,,2.0,3.4,"372 LAFAYETTE ST, MANHATTAN, NY, 10012 US",,,
1173,ATLANTIC CAFE,3479321858,,,,,"9313 ROOSEVELT AVE, QUEENS, NY, 11372 US",,,
1174,ATLANTIC DINER,7188496673,,,1.0,4.0,"11116 ATLANTIC AVENUE, QUEENS, NY, 11419 US",,,
1175,ATLANTIC FREEZE,9176186311,,,,,"620 ATLANTIC AVE, BROOKLYN, NY, 11217 US",,,
1176,ATLANTIC GRILL,2129889200,,,3.0,4.1,"1337 3 AVENUE, MANHATTAN, NY, 10075 US",,,
1177,ATLANTIC GRILL WEST,2127874663,,,3.0,4.2,"49 WEST   64 STREET, MANHATTAN, NY, 10023 US",,,
1178,ATLANTIC MITOUSHI SUSHI,7189351600,,,2.0,4.0,"177 ATLANTIC AVENUE, BROOKLYN, NY, 11201 US",,,
1179,ATLANTIC THEATER (van Beuren Kass Bar),2125825472,,,,,"336 W 20TH ST, MANHATTAN, NY, 10011 US",,,
1180,ATLANTICA,2127277735,,,,4.0,"PIER 62 CHELSEA PIERS, MANHATTAN, NY, 10011 US",,,
1181,ATLANTIS DINER,7189687100,,,,3.2,"8600 FOSTER AVENUE, BROOKLYN, NY, 11236 US",,,
1182,ATLAS CAFE,7187827470,,,2.0,3.8,"116 HAVEMEYER STREET, BROOKLYN, NY, 11211 US",,,
1183,ATLAS SOCIAL CLUB,2122628527,,,2.0,3.7,"753 9TH AVENUE, MANHATTAN, NY, 10019 US",,,
1184,ATLIXCO BAKERY & DELI,7183900171,,,,,"1012 ST PAULS AVE, STATEN ISLAND, NY, 10301 US",,,
1185,ATO,2012054054,,,2.0,5.0,"28 GRAND ST, MANHATTAN, NY, 10013 US",,,
1186,ATOBA,9172852755,,,,,"13335 ROOSEVELT AVE, QUEENS, NY, 11354 US",,,
1187,ATOBOY,6466968901,,,,4.6,"43 E 28TH ST, MANHATTAN, NY, 10016 US",,,
1188,ATOMIC WINGS,2122221478,,,2.0,3.3,"2090 FREDERICK DOUGLASS BOULEVARD, MANHATTAN, NY, 10026 US",,,
1189,ATOMIC WINGS/MARSHALL STREET,2125717667,,,,2.5,"306 E 49TH ST, MANHATTAN, NY, 10017 US",,,
1190,ATOYAMA SUSHI,2129679541,,,1.0,3.7,"11 WEST   36 STREET, MANHATTAN, NY, 10018 US",,,
1191,ATRIO,2129450100,,,2.0,4.1,"102 NORTH END AVENUE, MANHATTAN, NY, 10282 US",,,
1192,ATRIUM CINEMAS,7189843859,,,,4.1,"680 ARTHUR KILL ROAD, STATEN ISLAND, NY, 10308 US",,,
1193,ATRIUM DUMBO,7188581095,,,2.0,4.2,"15 MAIN STREET, BROOKLYN, NY, 11201 US",,,
1194,ATTRAVESIAMO,9172876799,,,,,"225 W BROADWAY, MANHATTAN, NY, 10013 US",,,
1195,ATWOOD KITCHEN & BAR,2123712233,,,,4.2,"986 2ND AVE, MANHATTAN, NY, 10022 US",,,
1196,AU BON PAIN,2129675276,,,2.0,3.7,"0 PENN STATION, MANHATTAN, NY, 10001 US",,,
1197,"AU BON PAIN, ANDALE MEXICAN GRILL",7182895200,,,,,"2155 UNIVERSITY AVENUE, BRONX, NY, 10453 US",,,
1198,"AU BON PAIN, CIH CAFE",7186762820,,,2.0,3.0,"2601 OCEAN PARKWAY, BROOKLYN, NY, 11235 US",,,
1199,AU JUS,6464763580,,,,4.5,"1762 1ST AVE, MANHATTAN, NY, 10128 US",,,
1200,AU ZA'ATAR,2122545660,,,2.0,3.8,"188 AVENUE A, MANHATTAN, NY, 10009 US",,,
1201,AUBERGINE CAFFE,7188991735,,,1.0,4.3,"4922 SKILLMAN AVENUE, QUEENS, NY, 11377 US",,,
1202,AUCTION HOUSE,2124274458,,,,4.2,"300 EAST   89 STREET, MANHATTAN, NY, 10128 US",,,
1203,AUDI YANKEE CLUB,9172843260,,,,4.4,"1 EAST  161 STREET, BRONX, NY, 10451 US",,,
1204,AUDREY BAKERY & CAFE,2126089188,,,,4.4,"12 CHATHAM SQ, MANHATTAN, NY, 10038 US",,,
1205,AUDREY'S CONCERTO,7182662829,,,1.0,4.1,"2379 86 STREET, BROOKLYN, NY, 11214 US",,,
1206,AUGIES DELI & PIZZERIA,7188851083,,,,3.9,"520 CITY ISLAND AVE, BRONX, NY, 10464 US",,,
1207,AUGURS WELL,7182497645,,,,4.7,"115 ST MARKS PLACE, MANHATTAN, NY, 10009 US",,,
1208,AUGUST,2129351433,,,3.0,4.0,"791 LEXINGTON AVE, MANHATTAN, NY, 10065 US",,,
1209,AUGUST GATHERINGS,2122741535,,,,4.0,"266 CANAL ST, MANHATTAN, NY, 10013 US",,,
1210,AUGUST LAURA,7188585483,,,2.0,4.7,"387 COURT STREET, BROOKLYN, NY, 11231 US",,,
1211,AUGUST WILSON THEATRE,2125825472,,,,4.5,"245 WEST   52 STREET, MANHATTAN, NY, 10019 US",,,
1212,AUGUSTINE,2123750010,,,4.0,4.1,"5 BEEKMAN ST, MANHATTAN, NY, 10038 US",,,
1213,AUNT BELLA'S REST OF LITTLE NECK,7182254700,,,2.0,4.6,"4619 MARATHON PARKWAY, QUEENS, NY, 11362 US",,,
1214,AUNT BUTCHIES CAFE,2127422787,,,,3.0,"4 SOUTH STREET, MANHATTAN, NY, 10004 US",,,
1215,AUNT BUTCHIES/ REVIVE BAR,6464775291,,,,,"0 JFK INTERNATIONAL AIRPORT, QUEENS, NY, 11430 US",,,
1216,AUNT GINNY'S,3474898899,,,,4.6,"652 WOODWARD AVE, QUEENS, NY, 11385 US",,,
1217,AUNT JAKES,9172795710,,,,4.2,"151 MULBERRY ST, MANHATTAN, NY, 10013 US",,,
1218,AUNT ROSIE'S COFFEE SHOP & DINER,7187867759,,,,4.4,"4357 11 STREET, QUEENS, NY, 11101 US",,,
1219,AUNTIE ANNE'S,6315747700,,,1.0,3.0,"4 SOUTH ST, MANHATTAN, NY, 10004 US",,,
1220,AUNTIE ANNE'S KIOSK,7186922200,,,1.0,4.3,"5100 KINGS PLZ, BROOKLYN, NY, 11234 US",,,
1221,AUNTIE ANNE'S PRETZELS,7184571467,,,,,"0 LAGUARDIA AIRPORT, QUEENS, NY, 11369 US",,,
1222,"AUNTIE ANNE'S PRETZELS, PINKBERRY",2125940018,,,,,"151 W 34TH ST, MANHATTAN, NY, 10001 US",,,
1223,AUNTIE ANNES,7185482200,,,,,"171 W 230TH ST, BRONX, NY, 10463 US",,,
1224,AUNTIE GUAN'S KITCHEN,2126853388,,,,4.3,"219 E 23RD ST, MANHATTAN, NY, 10010 US",,,
1225,AUNTIE GUAN'S KITCHEN 108,2122068388,,,,4.0,"108 W 14TH ST, MANHATTAN, NY, 10011 US",,,
1226,AURA BAR & LOUNGE,9292108434,,,,4.0,"4410 AVENUE H, BROOKLYN, NY, 11234 US",,,
1227,AURA BAR & LOUNGE 4410,3477421697,,,,4.0,"4410 AVENUE H, BROOKLYN, NY, 11234 US",,,
1228,AURA ZOOB ZIB,2129718530,,,1.0,4.1,"460 9TH AVE, MANHATTAN, NY, 10018 US",,,
1229,AUREOLE,2123191660,,,4.0,4.4,"135 WEST   42 STREET, MANHATTAN, NY, 10036 US",,,
1230,AURORA,7183885100,,,2.0,4.3,"70 GRAND STREET, BROOKLYN, NY, 11249 US",,,
1231,AURORA SOHO,2123349020,,,3.0,4.4,"510 BROOME STREET, MANHATTAN, NY, 10013 US",,,
1232,AUSTIN HOUSE,7185442276,,,2.0,3.2,"7204 AUSTIN STREET, QUEENS, NY, 11375 US",,,
1233,AUSTIN PUBLIC,7185750070,,,2.0,3.9,"7028 AUSTIN ST, QUEENS, NY, 11375 US",,,
1234,AUSTIN'S STEAK & ALE HOUSE,7188493939,,,2.0,3.8,"8270 AUSTIN STREET, QUEENS, NY, 11415 US",,,
1235,AUTENTICO MEXICANO,2123486222,,,,,"9118 59TH AVE, QUEENS, NY, 11373 US",,,
1236,AUTHENTIC SZECHUAN,7187882299,,,,4.3,"384 5TH AVE, BROOKLYN, NY, 11215 US",,,
1237,AUTHENTIC/BRAISED/BUSHWICK/BUTCHER BLOCK/CRUST DELI/GRIND MEATBALLS/'LEAFAGE/MAYA BLUE,6467264732,,,,,"146 E 44TH ST, MANHATTAN, NY, 10017 US",,,
1238,AUTOMATIC SLIMS,2126458660,,,2.0,3.7,"733 WASHINGTON STREET, MANHATTAN, NY, 10014 US",,,
1239,AUTTHAROS,7184267992,,,2.0,4.1,"7128 ROOSEVELT AVE, QUEENS, NY, 11372 US",,,
1240,AUTUMN ASIAN,7187890943,,,,4.0,"349 FLATBUSH AVE, BROOKLYN, NY, 11238 US",,,
1241,AUX EPICES,2122748585,,,2.0,4.4,"121 BAXTER STREET, MANHATTAN, NY, 10013 US",,,
1242,AUX MERVEILLEUX DE FRED,9174751992,,,,4.8,"37 8TH AVE, MANHATTAN, NY, 10014 US",,,
1243,AVA BREW,9172240766,,,,3.9,"100 WILLOUGHBY ST, BROOKLYN, NY, 11201 US",,,
1244,AVANT GARDEN,2127772017,,,2.0,4.5,"130 E 7TH ST, MANHATTAN, NY, 10009 US",,,
1245,AVE COFFEE HOUSE,7187865030,,,,3.9,"4501 GREENPOINT AVENUE, QUEENS, NY, 11104 US",,,
1246,AVE NIDA,6466926216,,,,,"25 AVENUE B, MANHATTAN, NY, 10009 US",,,
1247,AVE'S COFFEE,2125755426,,,,,"23 WEST   47 STREET, MANHATTAN, NY, 10036 US",,,
1248,AVELLINO RESTAURANT,7184590632,,,,,"9703 64 AVENUE, QUEENS, NY, 11374 US",,,
1249,AVENITA DINER,7182978540,,,1.0,4.3,"8323 PARSONS BOULEVARD, QUEENS, NY, 11432 US",,,
1250,AVENUE,2123370054,,,,2.5,"116 10 AVENUE, MANHATTAN, NY, 10011 US",,,
1251,AVENUE CAFE,7182786967,,,2.0,4.1,"3527 30 AVENUE, QUEENS, NY, 11103 US",,,
1252,AVENUE DINER,7184410582,,,,,"9106 JAMAICA AVENUE, QUEENS, NY, 11421 US",,,
1253,AVENUE J PIZZERIA,3474925919,,,,5.0,"4102 AVENUE J, BROOKLYN, NY, 11210 US",,,
1254,AVENUE P APPETIZER,7183397202,,,,3.8,"466 AVENUE P, BROOKLYN, NY, 11223 US",,,
1255,AVENUE U NEW EAGLE KITCHEN,6466626838,,,,4.2,"152 AVENUE U, BROOKLYN, NY, 11223 US",,,
1256,AVENUE X PIZZA & GRILL,7187698200,,,1.0,3.3,"2201 AVENUE X, BROOKLYN, NY, 11235 US",,,
1257,AVERE RISTORANTE,9172815197,,,,,"222 DUFFIELD ST, BROOKLYN, NY, 11201 US",,,
1258,AVI PIZZA,7188684400,,,1.0,4.2,"1858 CORNAGA AVENUE, QUEENS, NY, 11691 US",,,
1259,AVIATION CAFE,7184296600,,,,,"8601 23 AVENUE, QUEENS, NY, 11369 US",,,
1260,AVILA KITCHEN,3478449618,,,,4.4,"685 MANHATTAN AVE, BROOKLYN, NY, 11222 US",,,
1261,AVLEE  GREEK KITCHEN,7188555125,,,2.0,4.5,"349 SMITH STREET, BROOKLYN, NY, 11231 US",,,
1262,AVLI LITTLE GREEK KAFE,7182249595,,,,,"3829 BELL BLVD, QUEENS, NY, 11361 US",,,
1263,AVLI THE LITTLE GREEK TAVERN,7182247575,,,1.0,4.6,"3831 BELL BOULEVARD, QUEENS, NY, 11361 US",,,
1264,AVOCADO SUSHI,7189661200,,,,4.7,"4906 ARTHUR KILL RD, STATEN ISLAND, NY, 10309 US",,,
1265,AVRA ESTIATORIO,2127598550,,,3.0,4.2,"145 EAST   48 STREET, MANHATTAN, NY, 10017 US",,,
1266,AVRA MADISON ESTIATORIO,2129370100,,,,4.7,"14 E 60TH ST, MANHATTAN, NY, 10022 US",,,
1267,AWADH,6468613403,,,2.0,4.3,"2588 BROADWAY, MANHATTAN, NY, 10025 US",,,
1268,AWANG KITCHEN,6462868086,,,,4.1,"8405 QUEENS BLVD, QUEENS, NY, 11373 US",,,
1269,AWASH ETHIOPIAN RESTAURANT,2129611416,,,2.0,4.2,"947 AMSTERDAM AVENUE, MANHATTAN, NY, 10025 US",,,
1270,AWAY CAFE,6464835087,,,,,"0 JFK INTERNATIONAL AIRPORT, QUEENS, NY, 11430 US",,,
1271,AYA SUSHI,2122215849,,,,3.2,"314 W 39TH ST, MANHATTAN, NY, 10018 US",,,
1272,AYADA THAI RESTAURANT,7184240844,,,2.0,4.4,"7708 WOODSIDE AVE, QUEENS, NY, 11373 US",,,
1273,AYNA AGRA,7182251201,,,2.0,4.4,"21335 39 AVENUE, QUEENS, NY, 11361 US",,,
1274,AYURVEDA CAFE,2129322400,,,2.0,4.2,"706 AMSTERDAM AVENUE, MANHATTAN, NY, 10025 US",,,
1275,AYZA CAFE & WINE BAR,2127142992,,,2.0,4.1,"11 WEST   31 STREET, MANHATTAN, NY, 10001 US",,,
1276,AZALEA,2122620105,,,3.0,4.2,"224 WEST   51 STREET, MANHATTAN, NY, 10019 US",,,
1277,AZASU,2127777069,,,1.0,4.2,"49 CLINTON ST, MANHATTAN, NY, 10002 US",,,
1278,AZERBAIJAN,7186482345,,,,4.1,"2612 E 14TH ST, BROOKLYN, NY, 11235 US",,,
1279,AZHONG #1 FOOD,6469965401,,,,4.3,"13335 ROOSEVELT AVE, QUEENS, NY, 11354 US",,,
1280,AZIZA 7 CAFE,7189340717,,,,4.7,"2113 AVENUE Z, BROOKLYN, NY, 11235 US",,,
1281,AZIZA'S CAFE & LOUNGE,2127773778,,,,3.7,"45 1 AVENUE, MANHATTAN, NY, 10003 US",,,
1282,AZOGUENITA  BAKERY & RESTAURANT,7184262900,,,,,"4026 NATIONAL ST, QUEENS, NY, 11368 US",,,
1283,AZOGUENITA BAKERY & RESTAURANT,7186511209,,,,2.7,"9123 37 AVENUE, QUEENS, NY, 11372 US",,,
1284,AZOGUENITA BAKERY & RESTAURANT III,9178326801,,,,2.1,"10119 37TH AVE, QUEENS, NY, 11368 US",,,
1285,AZTEC SOUL,3476631651,,,,4.0,"3372 ATLANTIC AVE, BROOKLYN, NY, 11208 US",,,
1286,AZTECA BAKERY,3476215766,,,,,"1787 WESTCHESTER AVE, BRONX, NY, 10472 US",,,
1287,AZTECA MAYA,7184350205,,,,4.6,"430 RIDGEWOOD AVE, BROOKLYN, NY, 11208 US",,,
1288,AZUKI,9173381199,,,,4.0,"700 8TH AVE, MANHATTAN, NY, 10001 US",,,
1289,AZUL CAFE EATERY,9172852419,,,,,"14101 32ND AVE, QUEENS, NY, 11354 US",,,
1290,AZUL TEQUILA MEXICAN RESTAURANT,7182390711,,,1.0,4.1,"783 LYDING AVE, BRONX, NY, 10462 US",,,
1291,AZUL TEQUILA RESTAURANT,7184463803,,,,3.7,"1429 MYRTLE AVENUE, BROOKLYN, NY, 11237 US",,,
1292,AZURI CAFE,2122622920,,,2.0,3.8,"465 WEST   51 STREET, MANHATTAN, NY, 10019 US",,,
1293,AZUSA OF JAPAN,2126810001,,,2.0,3.4,"3 EAST   44 STREET, MANHATTAN, NY, 10017 US",,,
1294,AZYLUM BAR & LOUNGE,3474259109,,,,3.2,"9523 CHURCH AVENUE, BROOKLYN, NY, 11212 US",,,
1295,Abeca Sushi,9174703556,,,2.0,3.1,"121 E 27TH ST, MANHATTAN, NY, 10016 US",,,
1296,Abou Bakery,7184648300,,,,5.0,"21023 JAMAICA AVE, QUEENS, NY, 11428 US",,,
1297,Aburi Sushi Bar,7183878815,,,,4.3,"769 GRAND ST, BROOKLYN, NY, 11211 US",,,
1298,Aita Trattoria,9179662670,,,2.0,4.3,"798A FRANKLIN AVE, BROOKLYN, NY, 11238 US",,,
1299,Akami Sushi,2128288668,,,2.0,3.8,"1771 1ST AVE, MANHATTAN, NY, 10128 US",,,
1300,Akaru Sushi,7189287688,,,,4.2,"201 WYCKOFF AVE, BROOKLYN, NY, 11237 US",,,
1301,Alana Bar Cafe,2125860888,,,,,"462 W 52ND ST, MANHATTAN, NY, 10019 US",,,
1302,American Table Cafe and Bar (ALLICE TULLY HALL),2126714200,,,,4.1,"132 WEST   65 STREET, MANHATTAN, NY, 10023 US",,,
1303,Andrew & Frank's DELI,7187289066,,,,4.9,"2802 23 AVENUE, QUEENS, NY, 11105 US",,,
1304,Angus Club Steakhouse,2125881585,,,3.0,4.8,"135 E 55TH ST, MANHATTAN, NY, 10022 US",,,
1305,Aperture,7185225301,,,,4.5,"552 COURT ST, BROOKLYN, NY, 11231 US",,,
1306,Asian Kabab & Curry,7186298242,,,,2.8,"496 CRESCENT ST, BROOKLYN, NY, 11208 US",,,
1307,Asian Kitchen 55,7183423721,,,,,"5424 CHURCH AVENUE, BROOKLYN, NY, 11203 US",,,
1308,Augusta's Soul Food Restaurant,7189752820,,,,,"424 SUTTER AVE, BROOKLYN, NY, 11212 US",,,
1309,B & E PUB,7189488800,,,,,"225 MAIN STREET, STATEN ISLAND, NY, 10307 US",,,
1310,B & F BAKERY,3472369131,,,,,"995 FLUSHING AVE, BROOKLYN, NY, 11206 US",,,
1311,B & H RESTAURANT,2125058065,,,,,"127 SECOND AVENUE, MANHATTAN, NY, 10003 US",,,
1312,B & K FRENCH CUISINE,2126788600,,,,4.8,"2167 ADAM CLAYTON POWELL JR BLVD, MANHATTAN, NY, 10027 US",,,
1313,B & M HOT BAGEL & GROCERY,7189668445,,,,4.4,"203 GIFFORDS LANE, STATEN ISLAND, NY, 10308 US",,,
1314,B & R SPICE WEST INDIAN FOOD,7182641000,,,1.0,4.1,"11106 FARMERS BOULEVARD, QUEENS, NY, 11412 US",,,
1315,B & Y CATERING (Jewish Community Center),7184755222,,,,4.0,"1466 MANOR RD, STATEN ISLAND, NY, 10314 US",,,
1316,B -SIDE,6469797225,,,,4.5,"370 W 51ST ST, MANHATTAN, NY, 10019 US",,,
1317,B AND B RESTAURANT,6464298174,,,,5.0,"165 WEST   26 STREET, MANHATTAN, NY, 10001 US",,,
1318,B BAR AND GRILL,2124752220,,,2.0,3.8,"40 EAST    4 STREET, MANHATTAN, NY, 10003 US",,,
1319,B BO SING BAKERY,7186212722,,,,4.0,"6625 BAY PARKWAY, BROOKLYN, NY, 11204 US",,,
1320,B CAFE,2128730003,,,,,"566 AMSTERDAM AVENUE, MANHATTAN, NY, 10024 US",,,
